Nom,Pochette,Statut,Auteur,Genre,Durée,Durée d'écoute,Synopsis,Note,Site,Langue,Dernier épisode,MP3,Website,Youtube,RSS,Soundcloud,Spotify,Discord,Récompense,Citation,Recommandation,Bande-annonce,NSI 2022,NSI 2023,Message Insta,Auteurs,Listen Notes,Note Apple
Silencio,silencio.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/_L9QufnS2cElSVxYujb6bw/8SyMSxii7kYUw9_HwHOXe3PzFSXr3LZmR22godNFW72w3okFYTRMruqO78XcRPQmnwCy3mDwzWhw-t4vg-yPZgVlybX_Pd3ZRxknBBuvklgJ6uSMVUlUc9fLDqnARe_-4vUbbqUQMXUD7zQ9xu7vzw/UuWZoXAok2FU_FY7aHOZjlO8N6yd4T4ixWQ2oGC7-hk),En cours,"Thomas Le Petit-Corps,Nathalie Bernas,Bababam",Science-Fiction,2:14,2 h 14 min,"En 2037, la défiance envers le monde politique ne cesse de s’accroître. Alors que des élections sont organisées, une jeune hacktiviste se lance dans une enquête sans précédent pour révéler au grand public la vraie nature de ce scrutin.",,https://play.acast.com/s/silencio/,Français,,checked,https://podcasts.ba-ba-bam.com/bababam-silencio/,,https://rss.acast.com/silencio,,,,,,Zeni1,https://sphinx.acast.com/silencio/silencio-leteaser/media.mp3,,,,"Thomas Le Petit-Corps, Nathalie Bernas, Bababam",,
Simone et le garçon progressiste,simone.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/4o4oR1i3sZ8lujRI6TjV-w/gWGS41041H2hxP4pGWMkUkxAKzwWYoywD8k9ZfmLrwRIb2BXEK4QGqv5Dtq8k2jIeO0xksDO_5_TDfBMdnYz7i4khCb1EWpifKW2YB_gksp2OlT5Ucpr5zKL5zt5aVaz9QMIvK3OS-BCFN87FoZUog/TzOFJg3Is534nDXJ_RMcoAPOJy4_DMWPZ2YuOvAUUiw),Terminé,"Léo Favier,Paradiso",Tranche-de-vie,,Non définie,"Léo, artiste trentenaire, est jeune père et résolument progressiste. 
Enfin, c’est ce qu’il croyait. Alors que la venue de ce bébé bouleverse sa vie, il découvre que ses idées féministes sont bien fragiles lorsqu’elles viennent se fracasser contre le choix existentiel qui 
s’impose à lui : prendre un congé paternité pour s’occuper du bébé et 
décharger sa compagne ou s’envoler pour la résidence d’artiste qu’il a 
tant convoitée en Antarctique ?  ",,https://shows.acast.com/652e7b0c0dec9b0012ca8eeb/episodes/652e7b128ff45100123191f2,Français,,,https://shows.acast.com/652e7b0c0dec9b0012ca8eeb,https://www.youtube.com/watch?v=aeeXFMe15n0,https://feeds.acast.com/public/shows/652e7b0c0dec9b0012ca8eeb,,https://open.spotify.com/episode/2mDJ0maKhWPsf3rVt9pujW?si=ac3716ded666478c&go=1,,,,,,,,,"Léo Favier, Paradiso",,
Soldes de tout conte,solde.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/HMkD6WA-l8xGiM7nCTMbZQ/u_90q6RM0JBO0T0aj97TJYiFkpeuCGF6usm4JuZ8JmZKwcCGqGdw5Qn0Rw6_73BvKKHTOx_eat36V70THTGIRr7x3pR85WDJYqFGo-oPB3ZO8uT4y7pKL2gAwLI6K-jccxUMwsqGSnoZU_bxNzKsVQ/_CfrUUSdqdmTaUv93GaKkHw2Wtx7MkJAX2vEjUdGnYI),Terminé,Zu,Tranche-de-vie,,Non définie,"Durant tout le mois d'octobre 2020, Zu s'est lancé le défi de vous raconter une histoire en suivant les mots du défi de dessin Inktober. https://inktober.com/rules",,https://podcast.ausha.co/podcut-fictions/playlist/soldes-de-tout-conte,Français,,checked,https://linktr.ee/Podcut_Fictions,,,,,,,,,,,,,Zu,,
Solstice,solstice.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/cF5p1_FBVQLi8eAKJ_9Dow/aJgW7H0V-dgpYGNWl5hXTZN7Pa75kfJe4DauuykOJhIFcGuOhtHFNtrk8Jsm_pRelpN3EDwzSBNdrPgaf2pdTEgAolL8OaAt_xrM0fQtox5OgZQDJ-_5vKkE1gqYRnckGoXqToseGuIwv74gy7eH8Q/dKz97J1F7lyC7fevdL_gCxGd3badXoxuc-3VpMPRz7Q),Terminé,Théâtre Niveau Parking,Tranche-de-vie,,Non définie,"Québec : la troisième ville la plus sécuritaire au monde. Un endroit magnifique où domine le souverain Château Frontenac. Chaque jour, le célèbre hôtel voit défiler les touristes extasiés, les gens d'affaires de passage ou les jeunes mariés candides... Qui pourrait imaginer que, derrière les portes closes de ses chambres, de ses suites et de ses salons, on escroque, on ment, on vole, on martyrise, on assassine ?",,https://ici.radio-canada.ca/ohdio/balados/7630/solstice-theatre-quebec-niveau-parking,Français,,checked,https://ici.radio-canada.ca/ohdio/balados/7630/solstice-theatre-quebec-niveau-parking,,,,,,,,,,,,,Théâtre Niveau Parking,,
Sonoramuze,lfohZCewD0q170g2KOA69XQs.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/tmSpmbdUpGlH6iRIxUle2g/aRugaA-1puIDZizsAzc1M3afmB-5FWOe8DzNBYSbKaZX0GB4ba5n8u3gsAQpc5qOinkl5brrSDlAuJJlWKEJG8Dz9478b6SY3uKM9Oa6JjhKUvTSqutC7xOG1gcZZ6kYNrRu2plejEV4CwcVx5xQDHqW5VldKCyFYWVNXVJn2uc/9m9FYl-HYtYBDczTgfPfBb3OM8eZopwC8gKQ48SfpfM),En cours,"Alexandra Geraci, Cast'Art Studio","Enfant,Documentaire",,Non définie,"Sonoramuze, c’est le podcast qui te fait vivre les œuvres d’art autrement. Susie et son imagination merveilleuse t’emmènent au musée pour vivre des aventures incroyables…",,https://castart-studio.be/sonoramuze/,Français,,checked,https://castart-studio.be/sonoramuze/,,https://feeds.captivate.fm/sonoramuze,,https://open.spotify.com/show/6cLGOD5ZKGYsT85QE2iYu0,,,,,,,,,"Alexandra Geraci,  Cast'Art Studio",,
Sous terre,sousterre.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/SWSzKSmAIPB1M_UG0nTyVA/uQJaGZs5DnRur2ZmH9Vt7AMavXNCaMb_Jz4FGUV9iYE66Rr5rMiIPRkSJcOUB_xkKLcSpLOZRngavDsbnILYUKXhgjQ9_GwC4c333uJOIn9eu79aMykeREUbGdTnW3_bDkDxIDa7d39JGHujptBKWw/OJy1IBaeBa1xUjdunVWcPPEuH7cvQUctzueKHcOPGRg),Terminé,JPPJ,Fantastique,0:36,36 min,Un groupe de 5 personnes décident d'aller se faire une petite séance de spéléologie en famille. Qui sait ce qu'ils vont trouver sous terre ?,,https://soundcloud.com/jppj-206918632/sous-terre?si=f4e76e36e0f947dc81b87299d1cf4fee,Français,31/10/2023,,https://soundcloud.com/jppj-206918632/sous-terre?si=f4e76e36e0f947dc81b87299d1cf4fee,https://www.youtube.com/watch?v=aHNDut-tFrE,,https://soundcloud.com/jppj-206918632/sous-terre?si=f4e76e36e0f947dc81b87299d1cf4fee,,,,,,,,,,JPPJ,,
Souvenirs d’un Hibakusha,SouvenirsDUnHibakusha.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/xmO5R4-AAv4EBN7QKW_ssQ/dGg12KoPvdyDEm2bS4isIdxQb6fWMEoia5Ja_yC74bFpfo8_WZBaiKbqDyPlgKBRWQuMHChsqKGEr1ix-UgK_S1v5Z4wuE0hinS6jvnWn3nQpFRwrJv6btoKe4JnDGDtkGmtPZSYGhywrnBkEe3PG9Wbz38AZhNPDgLXZ7ZQbRQ/xNjr8wYYQBnxwp_GDDyGxUiuN6kMVgbISMdZNBY8HEA),Terminé,"Alice Krief,Ferdinand Cros",Tranche-de-vie,1:33,1 h 33 min,"Après une enfance tourmentée par le séisme de Kobo en 1995 au Japon, qui lui a violemment retiré ses parents, Daisuke est aujourd’hui un jeune homme, professeur dans une grande université qui mène une vie plus tranquille. Il rend visite à son grand-père Kazuki toutes les semaines, son grand-père qui s’est occupé de lui pendant toutes ces années. Leur quotidien va être bouleversé par Mia, une jeune femme que Daisuke a rencontré lors d’une commémoration. Celle-ci va réveiller chez le grand-père de très douloureux souvenirs qu’il ne souhaite plus garder pour lui. Il veut les libérer et les partager à Daisuke pour se sentir plus léger après tant d’années dans le secret. Que vont-ils découvrir ? La vérité était-elle si lourde à porter ? ",,https://shows.acast.com/memento,Français,16/12/2022,,https://podcasts.apple.com/fr/podcast/memento/id1579178414?l=en,,https://feeds.acast.com/public/shows/6105626d7c2a82001a79b820,,,,,,,,,1. À écouter,,"Alice Krief, Ferdinand Cros",,
Spatial555,nocover.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/twkzf6oqImZ5szAA2X4WVA/dsb9uJKDu1Er53L6toH5xWjfZs2B55-jwDO6JQAYfs-QsL52UfZetKLZVJLIFSTbX-uawbB5nn5sh3vEqoE0hhT39C2AJZk7B-IrR8Cd3iIzgKjTPaOydmHjavlv4mnbim-78vsSmgh99pfyeGhhJw/JwXJOEWgQwP9bilSf2rA9AV-QitBer3vWARo5PRHT-Q),Abandonné,Lexan,Science-Fiction,3:20,3 h 20 min,Susie et son imagination merveilleuse t’emmènent au musée pour vivre des aventures incroyables…,,https://spatial555.blogspot.com/,Français,,checked,https://spatial555.blogspot.com/,,https://feeds.feedburner.com/Spatial555Podcast,,,,,,Club écoute,,,,,Lexan,,
Starmaster - Tempêtes Galactiques,Starmaster-TempetesGalactiques.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/yfbO6raipDe70QIXTFNLjg/XZhRzE2tzQhDKbEr5HGMuzITSyAYJCwqxkF6bwjf-wmN5CO8IsYjh7Rh4OlGj-vUYIlN16MBrOuh7myFAcaLBN5Qmp7e35eClSBC1QJH_ICRHrd7HYy3SJbNSoLLiLAL29PqevhTosubweFov9yuyrsq3yMaJNu37vT1rlP_ZBI/5knDB8u7e58MJPQQe4L-b4xqSp9TuuwbunhzcfxUz0M),Terminé,"OncleSam,Evil Goat","Science-Fiction,Humour",2:07,2 h 7 min,"Bienvenue dans le nouveau palier de l'Acte 3 d'OncleSamUniverse. Cette nouvelle fiction audio vous propose de plonger dans un space opéra aux proportions vertigineuses, remplie d'action, de sentiments, et de personnages charismatiques ! Une aventure galactique qui va donner une toute nouvelle dimension à l'univers étendu que vous avez pu découvrir sur cette chaîne !",,https://www.youtube.com/watch?v=mqN5JbrUwyA,Français,,,https://onclesamproductions.wixsite.com/onclesamuniverse,https://www.youtube.com/watch?v=mqN5JbrUwyA,,,,,,,,,,1. À écouter,,"OncleSam, Evil Goat",,
Stona Semo,stona.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/N1XllCc5OmzgEVkwMF9uhw/txJnb0ODcQDdS6aKtve-pj7cN3QtKgkLAcB3plFeCbK8CNraICFj4-1Bx_Og47nKdH3Zz9BC9K5y9y4bpKlRBGB3s8HpMwvBh_FFbmvMfXyRNCQny62dLGqjcbNEWrniNxZdVMVZ18F-xypVXtlJNA/Sm6adtC_ra7HqfuGPJrt2D2BNU512MDna2aHXKqeHiw),En cours,"Bara-Amann,Les Productions du Penn-Ty","Science-Fiction,Post-apo",1:27,1 h 27 min,"L’histoire se déroule dans un monde où les hommes, pour lutter contre le Soleil, se réfugient sous terre et doivent composer avec la nature humaine. Une série à mi-chemin entre le documentaire de science-fiction et le concept album puisque la composition musicale est entrelacée au récit, en conservant un équilibre narration/musique moitié, moitié pour chaque épisode.",,https://audioblog.arteradio.com/blog/172976/stona-semo-la-graine-de-pierre,Français,,checked,https://fr.tipeee.com/stona-semo,https://www.youtube.com/watch?v=579Htn-LQ8M&list=PLwnaJjdvZSVPIOKGfWJ7IQph9PyKJM_M0,,https://soundcloud.com/bara-amann/sets/stona-semo,https://open.spotify.com/show/2AXgYvVX9JTbDJtNy4xYiK,,,,,,,,,"Bara-Amann, Les Productions du Penn-Ty",,
Story Pirates,pirates.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/dIyV7UAKgoZDRQhZ55Odqw/mcukcWw4cCh0y3rjkU50dfHfKdbVGHzZWTttOURdaK2eOafJPbnZakYWEybbU9nWP-kKbxhrppmPspA3fh67A6PgIZ89AM_m-QxPSwndos0wfAqIHAJhiC1OldwSGX9ji8nrGGqSyCIyr7g0qInXqA/owdv6JZYXUvHM7kGpnSQllY724ozdqbQOmRMQBj0j9w),En cours,Story Pirates,Enfant,,Non définie,"The award-winning Story Pirates Podcast takes stories written by kids and turns them into sketch comedy and songs. Made up of talented comedians, songwriters, and frequent celebrity guests, the Story Pirates inspire kids to create, bringing laughter to kids and grownups of all ages with hilarious sketches, catchy original songs from all genres, and interviews with the creative geniuses behind the stories… kids!",,https://cms.megaphone.fm/channel/storypirates?selected=GLT2527227675,Anglais,,,https://www.storypirates.com/podcast,https://www.youtube.com/channel/UCJ3X66g1o0gOcwAvTmZa0PQ,http://feeds.megaphone.fm/storypirates,,https://open.spotify.com/show/0OHMYcZChEVgTx2jz0yzze,,,,,,,,,Story Pirates,,
Streamliner,,Terminé,Blynd,Action,,Non définie,"Cristal est la fille de l'ancienne légende de courses automobiles Evel O'Neil, présumé mort depuis un accident. Avec lui, elle s'occupe d'une station service au beau milieu du désert américain. Leur quotidien paisible est troublé à l'arrivée de Billy Joe, charismatique chef de gang, qui réquisitionne l'endroit pour une course clandestine qui attire bien trop l'attention...",,https://smartlinks.audiomeans.fr/l/les-series-qui-secoutent--a73591c4,Français,,,https://smartlinks.audiomeans.fr/l/les-series-qui-secoutent--a73591c4,,,,https://open.spotify.com/show/71S4aSeLibA1GZ5MlANDuw,,,,Zeni2,,,,,Blynd,,checked
Styx,styx.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/aymsC-twjISLn8_UY7rBVQ/LJN6ZjhvwdTU16F12Y14qYcVo66F476Gu8KCoc3-9xT18rUiTbIpQIRY2wUfWcthRWewHZ5doqgjKMS8FXrUldx02pFiO49mxNX5SUevSiXdc-a5LEacq6WCDOTjw7SIPmg9CQDaXcGZ4s7Jev2Jug/6C3xzle6TxJM5qThbMl_EL-E8gls_5QcBXpkYoYbLCc),En cours,Studio TJP,"Fantastique,Horreur",0:58,58 min,"Un paquebot s’enfonce sur des eaux brumeuses, à bord duquel se côtoient plusieurs passagers ignorant tout les uns des autres. Quel est leur point commun ? Où se dirigent-ils ? Et surtout, quel est cet étrange magnétophone qui apparaît certains soirs et semble les inviter à livrer leurs secrets les plus intimes ? Gare au mal de mer. La traversée sera mouvementée. À la manière d'un ""cadavre exquis"" 15 autrices et auteurs ont été invité·e·s à participer à la fiction. Chaque épisode sera réalisé par l'un ou l'une d'entre eux en se basant sur les épisodes précédents.",,https://podcloud.fr/podcast/styx,Français,,checked,https://styx.studiotjp.com/,https://www.youtube.com/playlist?list=PLR3_sTHVLKhclftND08iq7OooNaoPLdOm,https://styx.lepodcast.fr/rss,,https://open.spotify.com/show/5uLo4VDR1rbSWPRQKhX0qz?si=3cBEZSynRl6sa972GRFNmg&nd=1,,,,,,,,,Studio TJP,,
Super écolo,super_ecolo.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/vO8oTKFsI9faEmEcUxze-A/nLz4cblXIVs_kOq_RXx8aikSL4l7sddxEgDOYrrb0IG5AKaI-gTotd2Be0TG--3KUKjt5m8p9Wd3WERdQBl8ypNI0hfmM1ubEB7dl2SlQrEYp8M3VNmr8WW1sFyLwZy3v6A7ghOKpe42qlaSi9yjmQ/anNaT0uL_7Xn-GoKJbElpuLDUTg22uBgYkA4eYeWa2c),Terminé,Charles Trahan,"Humour,Science-Fiction",0:33,33 min,"Il ferait n'importe quoi pour sauver le monde ! Pédaler pour regarder sa série préférée, élever des abeilles chez soi… Aujourd’hui, chacun peut faire un geste pour la planète.",,https://www.arteradio.com/serie/super_ecolo,Français,,checked,https://www.arteradio.com/serie/super_ecolo,,https://www.arteradio.com/xml_sound_serie?seriename=%22Super%20%C3%A9colo%22,,,,Prix,,,,,,,Charles Trahan,,
Super Vachement Vite,super.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/yKUOZTXpDab8NrZyDKf7_A/6r-Hp81i10URC9zERbfLVhtSlmHlG0RsQpPFcis4C2yBbyPtAxGK6WRixh9Qtq-v5lotJ33CP_Wh_UbfocmE220JYQsj7_vRUFiAW3vHjybJ6jngrxl_NAIsJkeFp03LsstfvZDkpz8F3aKQ6FE8Jg/BHM8bUbdiOZWa6UNQaiHlq3-fd0V0F1QhasgoQzWlsA),Terminé,"Christophe Rault,Olivier Chevillon","Fantastique,Science-Fiction,Humour",0:47,47 min,"Nous sommes maintenant après Jésus-Christ. Le grand patron intersidéral, qui aime observer la planète Terre de loin, sent bien que celle-ci pourrait disparaître d’un instant à l’autre. Il décide donc d’y envoyer deux agents intersidéraux pour faire une « histoire sonore de l’Humanité en 4 minutes » et garder ainsi un souvenir de cette planète si particulière. Albertine et Poulycroc seront-ils capables d’exécuter leur mission avant la probable et imminente atomisation de la planète bleue ? Et ce, de manière professionnelle ? À chacun·e sa version du beau. Ou du travail bien fait.",,https://www.radiola.be/productions/super-vachement-vite/,Français,,,https://www.radiola.be/productions/super-vachement-vite/,,,,,,,,,,,,,"Christophe Rault, Olivier Chevillon",,
Sur la Route du Silicium,silicium.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Z573EdvJU2Gq_xb-iigxGQ/vfH3Uh4CGZJ3ioy47pgI75M6yvO2Zaf815PYLOUBbgsfzsNXVFoIZut6-y9htojMyuzgOBuyrtKxyxU5NiKn-gEx1w_gZwqfqI_T3BBfrtRYOTaAolIIrrjPWEksyOqn8M_q3cErdP4lYx4Uzt05nw/Okr6uoDOdfog-ybjz-VNUnM1rytLBDlRW6UMTol6ft4),Terminé,Seb Joncoux,Science-Fiction,,Non définie,"Paris dans 150 ans. Tullie Eiffel est l'ingénieure responsable de la dernière Intelligence Artificielle. Elle se lance dans une chevauchée à l'autre bout du continent pour la sauver. Elle est aidée en cela par Kara-Kum sa palefroi, l'Egide Pierre Lazare et le destrier Gazlan-Gazal. Les quatre voyageurs se lancent sur les traces de l'ancienne Route de la Soie. En 2172, le monde est bien différent. Il y a une soixantaine d'années qu'a eu lieu la Chute de la civilisation des Milliardaires, depuis, les rares survivants tentent de bâtir une nouvelle civilisation Low Tech... ",,https://www.podcastics.com/podcast/sur-la-route-du-silicium/,Français,18/11/2022,,https://www.podcastics.com/podcast/sur-la-route-du-silicium/,https://www.youtube.com/watch?v=F_Gd7ae65Oc&list=PLsZo1blSqw0dtQ8kjItouM1FqoE_bKINN,https://feeds.podcastics.com/podcastics/podcasts/rss/4257_debb22eb31aaf535caac967a73e9f420.rss,,https://open.spotify.com/show/7xzfmzPYqD5uykcY5c0aP8,,,,,,,,,Seb Joncoux,,
Suspicion,suspicion.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/92OqjPHFofE007uVTutXXQ/_SWYWLtKzu8DgvN7tZiJFlfvdTDT7Gg8ZM-5yutnodNnSEo8llXEK6rodPBcSSDfKa9zClvktgjjEkSlDKlrmff2FB_Z8Qy7V4HiFGSu4RdGK8UG1auOI4xpH4pk_xX-HrX8fhYr2f0Wks9ljJ83qw/MQ-Q4kklVIbCAefnaCCeuFfjujvob07I9oLGUQMjHok),En cours,"François Luciani,France Inter","Policier,Politique,Thriller",,Non définie,"L’histoire d’un fait divers, dont vous n’avez sans doute jamais entendu parler, et derrière lequel se cache un incroyable thriller et un scandale d’État.",,https://www.franceinter.fr/emissions/affaires-sensibles/fiction-suspicion-l-agression-episode-1,Français,,checked,https://www.franceinter.fr/emissions/affaires-sensibles/fiction-suspicion-l-agression-episode-1,,,,,,,,,,,,,"François Luciani, France Inter",,
Synapse,synapse-SMALL.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/4lNcbVmzU7YvEtC09gEkJg/Q_abKhJcXjkonKWWv8E7cKM8gu_ywnfLq_uo2yWHIPBCr_HkBVl3Prm1i5vZCb4_0dkMTncJHtHZlhLShuo-g6pZ8toOuYnZv5orffNMNidfgf3ccylecmxawOI0g6Ko6YyfwWH_x-N21HgaUXNNdw/dOaGqhm-LJG8T3KXLpor_xcKj1m6kKz6n-8ZmAeT-Zw),Terminé,Flo,"Humour,Action,Ambiance",1:35,1 h 35 min,"Chris et Ézéchiel sont enfermés à l’asile, l’un pour une soi-disant dépression et l’autre pour un syndrome paranoïaque. Une occasion en or créée par un autre pensionnaire, un certain Lucas Salpetrière, va leur permettre de s’échapper.",5,https://www.flopod.fr/portfolio/synapse/,Français,22/10/2010,checked,https://www.flopod.fr/portfolio/synapse/,,,,,,,,"Pour découvrir le genre,Club écoute",http://www.flopod.fr/downloads/Synapse/BA-Synapse.mp3,,,,Flo,,
TELOS,telos.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/JxOgcVDh_6sEPEUkzm-vaA/Yjf5VshQt2FKtZfBKrzsvLCTjbDfbwHE7Qdwrwy2g8nRVAneptSH0woAnoJ35kYjuTx8P0v3Pz4eONuMNN6xIAuPW9i8rPzSUG_-RhNXuRS2YEhXmndIYI3Oyz1MjmJUapXAEb0PSWqtaorT1rQVbw/pgWBx_k2f1LLwzGRdPEyNxqoerC6TXl_MsF2kTq3z-I),Terminé,"Morgan Sommet,Romain Mallet,Orson Productions",Science-Fiction,4:10,4 h 10 min,Le voyage dans le temps n’existe pas. Jusqu’au jour où.,,https://orsonproductions.com/telos/,Français,13/3/2022,checked,https://orsonproductions.com/telos/,,https://orsonproductions.com/feed/podcast/telos,https://soundcloud.com/orsonproductions/sets/telos-saison-1,https://open.spotify.com/show/5m3cQcYTpXp6zi7hUkMiPD,,,,"TJP2022,TJP,Zeni1,Zeni2",https://orsonproductions.com/wp-content/uploads/2022/03/Telos-Trailer-Saison-1-V2-MP3-320kbps.mp3,,2. À noter,,"Morgan Sommet, Romain Mallet, Orson Productions",,checked
Terre de Brume,brume.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/5TPvhOEgK4LBaEFtZ02hqg/Ys7slx3VI1dkbAvtl2qZxZDmZGwqiOGmAuxsbLBAQ_TqqBrOBboIDkepAueBLhY6lwOTWGH9dPQyQtkT_MuM2vCvNGfmsranMswhLF8FoGb_uU1CYOx_Oj45s4jqYODKji0xj43IwBmIW6uiDcplaw/Y6xniSpLFawZ4mWC-6hdZsvwhvNY6itVSttWgCqnY_E),Terminé,"Caroline Prévinaire,Studio Les Visions","Fantasy,Licence,Action",4:10,4 h 10 min,"Hera et Intissar n’ont rien en commun. L’une est Apprentie guerrière de l’Eau, l’autre, Soeur de Feu. Mais si elles veulent sauver Mirar de l’invasion de la Brume, elles vont devoir défier leur communauté, dépasser leurs préjugés et partir à l’aventure… Quel qu’en soit le prix.",,https://podtail.com/podcast/terre-de-brume/,Français,2/5/2022,checked,https://lavoixdanstatete.com/podcast/terre-de-brume/,https://www.youtube.com/watch?v=mDy_lzXW9CE&list=PLFiKBIyGo_cnvkbRT49hEFnCBhdzi7zVE,,,,,,,"Zeni1,20",,,,,"Caroline Prévinaire, Studio Les Visions",,
Tête d’arabe,,Terminé,Karim Aït-Gacem,Tranche-de-vie,,Non définie,"« Tête d’arabe » est une fiction radiophonique en cinq épisodes d’une 
dizaine de minutes centrée sur le personnage d’Ali, belge d’origine 
marocaine, qui a pour ambition absolue la réussite scolaire de sa fille Inès, et ce, quels que soient les moyens employés.",,https://www.radiola.be/serie/tete-darabe/,Français,,,https://www.radiola.be/serie/tete-darabe/,,,,,,,,,,,,,Karim Aït-Gacem,,
The Blind Zone,blindzone.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Ar1FDVHSkPW29epWddc0Aw/Z5Zk1CI2woMJbC3WuSrXVOipyvLiWiSqk45NP47Jxci6ayqcKZsI1Hc0Ee7OqNLcG4K9pIQSg_WqqFibFzsrTaUmbR7goaazNrjq8D4js03NCbuJSo0CYfysUkvXDKyl8lHm3dcUbRRe1hWDEeYYiQ/nWt525LSedC6etndMn2fnpVPxEVdYAz1TViy7ss44-w),Terminé,Geek Forever Prod,"Science-Fiction,Horreur",0:49,49 min,"N'essayez pas de régler votre lecteur. Nous contrôlons à présent ce que vous entendrez et imaginerez. Vous entrez dans une dimension  au-delà du réel, où le sens de la vue ne vous sera d'aucune aide. Une dimension qui se trouve partout autour de vous et qui se manifeste dans votre quotidien. Faites entièrement confiance à votre ouïe, vous entrez... dans la Blind ZONE.",5,https://geekforeverprod.wixsite.com/geek-forever-prod/the-blind-zone,Français,18/12/2020,checked,https://geekforeverprod.wixsite.com/geek-forever-prod/the-blind-zone,,,,,,,,"TJP2020,TJP,Zeni1",,,,,Geek Forever Prod,,
The Chase,the chase.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/1RBQ15c5QJVRfnhOB8Jcag/VnidOa4gjH4hfvtctgElA3fQyQRgPu07aCd5HNgrZbnShpzMgK91jpOsHBDOS0IT0nzqmYPsH3q465XvtlK0Ojw4PklOegKeZgyAwJpbDoVyQIakYs4dVUjfBWMRvOBCXf4wY7DxSo0w5uRw5Xyu4A/8vJCnziIDftTO1_oNXmUCVMEUhb8Tal4Sq0XdklPd0w),Terminé,Adrien Berthalon,,0:03,3 min,Une réflexion autour du réalisme à l'audio.,,https://www.youtube.com/watch?v=xq_Gm6WnVFY,Français,11/1/2017,,https://www.youtube.com/watch?v=xq_Gm6WnVFY,https://www.youtube.com/watch?v=xq_Gm6WnVFY,,,,,,,,,,,,Adrien Berthalon,,
The Horror of Dolores Roach,dolores.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/GhAcB0i03ePMMIOdbgivBA/b_98cyHk6KM7ZKoeXbE-EBw7Sy4J7yhb6WRTdGi5nLxRJgBWzCZuMDw2jvVU_9PqF2qLwUCVrgYTY2olqKxthk2qK6UuZdvaKYn_-1PzyAaG5oFwAwFwNn19CZoIhPl_6XibYAC_jgoxvjsYWHW_fg/aOfQtKex_MbzWx3KhHK9Z2dTDM_hsp7-HCkyI7vlqWY),Terminé,"Aaron Mark,Gimlet Media","Horreur,Tranche-de-vie",,Non définie,"With blood on her hands, the infamous Dolores Roach has fled the recent shocking destruction in Washington Heights and gone into hiding deep under New York City in an abandoned subway tunnel. But she’s not alone underground, and her dark night of the soul is interrupted by an extremist faction of similarly self-exiled tunnel-dwellers whose space she's invaded. Facing re-incarceration back above ground, but pushed to the limits of shame, paranoia, lust, hunger, and depraved entrepreneurialism below it, Dolores is the outcast of the outcasts again - until she takes her survival in the tunnels into her own Magic Hands.",,https://gimletmedia.com/shows/dolores-roach,Anglais,,,https://gimletmedia.com/shows/dolores-roach#show-tab-picker,,,,https://open.spotify.com/show/1pV2TiymrzAPDZzy8PfBeJ,,,,,,,,,"Aaron Mark, Gimlet Media",,
